Stock,กองทุนทดแทนความเสียหายในระบบการชำระราคาและส่งมอบหลักทรัพย์,กิจการที่เกี่ยวข้องกัน,ค่าความนิยม,ค่าความนิยม - สุทธิ,ค่าลิขสิทธิ์ซอฟแวร์,ค่าใช้จ่ายจ่ายล่วงหน้า,ค่าใช้จ่ายรอตัดบัญชี,งานระหว่างทำ,จากการให้เช่าและบริการ,จากเงินปันผลและดอกเบี้ย,ดอกเบี้ยค้างรับ,ตราสารหนี้ที่จะถือจนครบกำหนด,ต่างประเทศ - มีดอกเบี้ย,ต่างประเทศ - ไม่มีดอกเบี้ย,ต้นทุนโครงการพัฒนาอสังหาริมทรัพย์,ทรัพย์สินรอการขาย - สุทธิ,ที่ดิน อาคาร และอุปกรณ์,ที่ดิน อาคาร และอุปกรณ์ - สุทธิ,ที่ดิน อาคาร และอุปกรณ์ตามสัญญาเช่าการเงิน,บริษัทย่อย,บริษัทร่วม กิจการร่วมค้า และ/หรือ กิจการที่ควบคุมร่วมกัน,บุคคลหรือกิจการที่เกี่ยวข้องกัน,บุคคลหรือกิจการอื่น,ภาระของลูกค้าจากการรับรอง,ภาษีซื้อที่ยังไม่ถึงกำหนด,ภาษีมูลค่าเพิ่มค้างรับ,ภาษีมูลค่าเพิ่มรอเรียกคืน,ภาษีเงินได้ระหว่างการขอคืน,ภาษีเงินได้หัก ณ ที่จ่าย,มูลค่างานที่เสร็จยังไม่ได้เรียกเก็บ,รวมสินทรัพย์,รวมสินทรัพย์หมุนเวียน,รวมสินทรัพย์ไม่หมุนเวียน,รายการระหว่างธนาคารและตลาดเงิน,รายได้ค้างรับ,รายได้จากการลงทุนค้างรับ,ลูกหนี้,ลูกหนี้การค้าและลูกหนี้อื่น,ลูกหนี้จากการขายเงินลงทุน,ลูกหนี้จากผลตอบแทนในสิทธิการเช่าอสังหาริมทรัพย์,ลูกหนี้ธุรกิจหลักทรัพย์และสัญญาซื้อขายล่วงหน้า,ลูกหนี้ระยะยาวอื่น - สุทธิจากส่วนที่ถึงกำหนดภายในหนึ่งปี,ลูกหนี้ระยะยาวอื่นที่ถึงกำหนดภายในหนึ่งปี,ลูกหนี้ระยะสั้นอื่น - สุทธิ,ลูกหนี้สำนักหักบัญชี,ลูกหนี้อื่น - สุทธิ,วัตถุดิบ อะไหล่และวัสดุสิ้นเปลือง,สิทธิการเช่า - สุทธิ,สิทธิในการเรียกคืนหลักทรัพย์ / ภาระของลูกค้าจากการประกอบธุรกิจอื่น,สิทธิในสัมปทาน,สินค้าคงเหลือ,สินค้าระหว่างทาง,สินค้าสำเร็จรูป,สินทรัพย์,สินทรัพย์จากการประกันภัยต่อสุทธิ,สินทรัพย์ชีวภาพ,สินทรัพย์ชีวภาพ - สุทธิ,สินทรัพย์ตราสารอนุพันธ์,สินทรัพย์ตราสารอนุพันธ์หมุนเวียน,สินทรัพย์ตราสารอนุพันธ์ไม่หมุนเวียน,สินทรัพย์ทางการเงิน,สินทรัพย์ทางการเงินหมุนเวียนอื่น,สินทรัพย์ทางการเงินไม่หมุนเวียนอื่น,สินทรัพย์ภายใต้สัญญาสัมปทาน,สินทรัพย์ภาษีเงินได้รอตัดบัญชี,สินทรัพย์ลงทุน,สินทรัพย์หมุนเวียนอื่น,สินทรัพย์หมุนเวียนอื่น - อื่น ๆ,สินทรัพย์อื่น - สุทธิ,สินทรัพย์อื่น - อื่น ๆ,สินทรัพย์ไม่มีตัวตน - สุทธิ,สินทรัพย์ไม่มีตัวตนอื่น,สินทรัพย์ไม่หมุนเวียน - อื่น ๆ,สินทรัพย์ไม่หมุนเวียน และ/หรือ กลุ่มสินทรัพย์ที่ยกเลิกซึ่งถือไว้เพื่อขาย,สินทรัพย์ไม่หมุนเวียนอื่น,ส่วนที่เพิ่มขึ้นจากการตีราคาที่ดิน อาคาร และอุปกรณ์,ส่วนที่เพิ่มขึ้นจากการตีสินทรัพย์ไม่มีตัวตน,ส่วนปรับปรุงที่ดิน อาคาร และอุปกรณ์,หลักทรัพย์ซื้อโดยมีสัญญาขายคืน,หัก ค่าตัดจำหน่ายสะสมสินทรัพย์ไม่มีตัวตน,หัก ค่าเผื่อการด้อยค่าของเงินลงทุน,หัก ค่าเผื่อการด้อยค่าค่าความนิยม,หัก ค่าเผื่อการด้อยค่าที่ดิน อาคาร และอุปกรณ์,หัก ค่าเผื่อการด้อยค่าสินทรัพย์ไม่มีตัวตน,หัก ค่าเผื่อการด้อยค่าอสังหาริมทรัพย์เพื่อการลงทุน,หัก ค่าเผื่อการปรับมูลค่าจากการปรับโครงสร้างหนี้,หัก ค่าเผื่อการลดมูลค่าของสินค้าคงเหลือ,หัก ค่าเผื่อหนี้สงสัยจะสูญ,หัก ค่าเสื่อมราคาสะสมที่ดิน อาคาร และอุปกรณ์,หัก ค่าเสื่อมราคาสะสมอสังหาริทรัพย์เพื่อการลงทุน,หัก รายได้รอตัดบัญชี,อสังหาริมทรัพย์รอการขาย,อสังหาริมทรัพย์เพื่อการลงทุน,อสังหาริมทรัพย์เพื่อการลงทุน - สุทธิ,อื่น ๆ,เครื่องหมายการค้า,เงินค้างรับเกี่ยวกับการประกันภัยต่อ,เงินจ่ายล่วงหน้า,เงินทดรองจ่ายและเงินให้กู้ยืมระยะสั้น,เงินประกันผลงาน,เงินปันผลค้างรับ,เงินฝากระยะยาวในสถาบันการเงิน,เงินฝากสถาบันการเงินที่มีข้อจำกัดในการใช้,เงินมัดจำ,เงินลงทุน - สุทธิ,เงินลงทุน - อื่น ๆ,เงินลงทุนซึ่งบันทึกโดยวิธีราคาทุน,เงินลงทุนที่จะถือจนครบกำหนด,เงินลงทุนระยะยาว,เงินลงทุนระยะสั้น,เงินลงทุนระยะสั้นที่มีภาระผูกพัน,เงินลงทุนอื่น,เงินลงทุนเผื่อขาย,เงินลงทุนเพื่อค้า,เงินลงทุนแสดงตามมูลค่ายุติธรรม,เงินลงทุนในบริษัทร่วม กิจการร่วมค้า และ/หรือ กิจการที่ควบคุมร่วมกันซึ่งบันทึกโดยวิธีส่วนได้เสีย,เงินลงทุนในหลักทรัพย์,เงินลงทุนในอสังหาริมทรัพย์,เงินวางไว้จากการประกันภัยต่อ,เงินสดและรายการเทียบเท่าเงินสด,เงินให้กู้ยืมระยะยาว - สุทธิจากส่วนที่ถึงกำหนดภายในหนึ่งปี,เงินให้กู้ยืมระยะยาวที่ถึงกำหนดภายในหนึ่งปี,เงินให้กู้ยืมแก่พนักงาน,เงินให้กู้ยืมและลูกหนี้,เงินให้สินเชื่อ ลูกหนี้ และดอกเบี้ยค้างรับ - สุทธิ,เงินให้สินเชื่อแก่สถาบันการเงิน,เบี้ยประกันภัยค้างรับสุทธิ,โดยมีกรมธรรม์ประกันภัยเป็นประกัน,โดยมีทรัพย์สินจำนองเป็นประกัน,ในประเทศ - มีดอกเบี้ย,ในประเทศ - ไม่มีดอกเบี้ย
PCSGH,,,,,3.33,,,133.27,,,,,,,,,"6,363.76","2,389.93",,,,61.91,751.67,,,,,,,,"5,544.01","3,118.71","2,425.29",,,,,812.93,,,,,,,,,268.37,,,,506.16,3.55,102.78,(หน่วย: ล้านบาท),,,,,,,,,,,14.68,,1.70,1.70,,,3.33,,17.36,,17.36,,,,,,,,,,,,1.80,0.65,"3,973.82",,,,,,,,,,,,,,,,,,,,,300.00,,,,,,,,,,"1,497.92",,,,,,,,,,,
SAT,,,17.93,17.93,,,,,,,,,,,,,"4,113.92","4,113.92",,,,200.00,128.07,,,,,,,,"9,571.97","4,486.48","5,085.49",,,,,"1,391.40",,,,,,128.07,,,,,,,427.86,,,(หน่วย: ล้านบาท),,,,,,,,,,,37.96,,,,,,38.31,38.31,,,24.53,,,,,,,,,,,,,,,,,,58.56,58.56,,,,,200.00,,,,,,,,26.65,,26.65,454.52,,,,,,767.62,,,,"1,884.62",,,,,,,,,,,
SPG,,,,,,,,177.71,,,,,,,,,"3,546.42","1,769.07",,,,,37.68,,,,,,,,"5,205.62","3,415.36","1,790.26",,,,,102.20,,,,,,37.68,,,862.43,,,,"1,313.50",48.80,227.14,(หน่วย: ล้านบาท),,,,,,,,,,,17.84,,15.46,15.46,,,,,,,0.03,,,,,,,,,,,,2.59,,"1,777.35",,,,3.31,3.31,,,,,,,,,,0.03,,,,,,"1,749.96",,,,,,,,,,196.57,,,,,,,,,,,
STANLY,,104.92,,,253.87,35.19,,287.28,,,19.49,,,,,,"16,893.25","5,306.81",,,,262.67,"1,974.58",,5.77,,,,,,"16,056.48","8,722.94","7,333.55",,21.88,,,"2,213.40",,,,,,,,,269.52,,,,723.68,102.86,72.84,(หน่วย: ล้านบาท),,,,,,,,,,,,,90.16,9.84,,,750.04,"1,222.02",9.72,,44.91,,,331.38,,725.85,,,,,,,8.81,23.86,"11,917.83",,,,,,,,,,29.22,,,,,,,,114.44,,,"4,249.00",,,9.52,,,"1,117.36",,,,"1,417.48",,,,,,,,,,,
TKT,,,,,,,,,,,,,,,,,,706.91,,,,,,,,,,,,,"1,093.04",338.03,755.00,,,,,204.88,,,,,,,,,,,,,120.64,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,11.28,,,,36.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.51,,,,,,,,,,,
TNPC,,,,,,,,,,,,,,,,,303.22,303.22,,,,,240.49,,,,,,,,"1,026.95",602.83,424.12,,,,,240.49,,,,,,,,,,,,,331.49,,,(หน่วย: ล้านบาท),,,,,,,,,,,112.94,,8.88,,,,,,,,0.20,,,,,,,,,,,,,,,,,,7.76,7.76,,,,,,,,,,,,,,,,,,,,,,,,,,21.97,,,,,,,,,,,
TRU,,,,,,,,,,,,,,,,,,"1,630.51",,,,90.00,,,,,,,,82.94,"3,651.85","1,261.71","2,390.15",,,,,367.18,,,,,,,,,,,,,229.78,,,(หน่วย: ล้านบาท),,,,,,,,,,,14.96,,,,,,2.78,,,,41.60,,,,,,,,,,,,,,,,,,,162.01,,,,,90.00,,,,,,,,,,,270.00,,,,,,538.28,,,,221.81,,,,,,,,,,,
TSC,,25.70,,,79.79,8.10,8.17,,,,,,,,,,"2,092.30",998.50,,,,35.76,501.54,,1.44,,,,,,"2,708.66","1,510.37","1,198.29",,,,,510.38,,,,,,,,,135.40,,,,202.47,,67.07,(หน่วย: ล้านบาท),,,,,,,,,,,,,35.07,25.51,,,18.42,,19.14,,29.05,,-61.36,,,,,,,,,,,26.91,"1,093.80",128.77,,,255.39,126.62,,,,,,,,,,1.74,,,25.70,,,203.44,,,,,,,,,,559.01,,,,,,,,,,,
YNP,,,,,,,,,,,,,,,,,,"2,536.53",,,,,68.88,,,,,,,,"4,614.89","1,431.20","3,183.69",,,,,954.81,,,,,,68.88,,,,1.17,,,275.40,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,86.16,,,,16.04,,,,20.80,,,,,,,,,,,,,,,,,,,525.49,,,,,,,,,13.50,,,,7.14,,7.14,,,,,,,63.01,,,,45.95,,,,,,,,,,,
ALLA,,,,,,,,,,,,,,,,,,206.93,,,,,,,,,,,,,953.03,706.66,246.37,,,,,161.19,,,,,,,,,,,,,154.39,,,(หน่วย: ล้านบาท),,,,,,,,,,,9.42,,8.39,,,,4.60,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.30,,,,0.08,,0.08,112.21,,,,,,,,,,270.47,,,,,,,,,,,
ASEFA,,,,,,,,,,,,,,,,,,677.73,,,,,,,,,,,,60.15,"2,342.26","1,560.16",782.11,,,,,637.17,,,,,,,,,,,,,678.81,,,(หน่วย: ล้านบาท),,,,,,,,,,,18.92,,58.46,,,,8.31,,6.96,,6.96,,,,,,,,,,,,,,,,,,,1.87,,,,,,,,,68.32,,,,,,,,,,,,,,,,,125.56,,,,,,,,,,,
CPT,,,,,,,,,,,,,,,,,,257.84,,,,,,,,,,,,43.68,"1,523.14","1,250.34",272.81,,,,,407.94,,,,,,,,,,,,,126.35,,,(หน่วย: ล้านบาท),,,,,,,,,,,11.65,,,,,,0.75,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.40,,,,,,,450.13,,,,,,,,,,222.23,,,,,,,,,,,
CRANE,,,,,,,,,,,,,,,,,"2,321.68","2,321.68",,,,,,,,,,,,,"2,935.74",467.31,"2,468.43",,,,,266.14,,,,,,,,,,,,,124.02,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,55.75,,,,6.39,,,,90.85,,,,,,,,,,,,,,,,,,49.52,49.52,,,,,,,,,,,,,,,,,,,,,,,,,,21.40,,,,,,,,,,,
CTW,,,,,,,,,,,,,,,,,947.23,947.23,,,,197.01,"2,435.83",,,,,,,,"6,412.21","5,065.84","1,346.37",,,,,"2,632.84",,,,,,,,,,,,,"1,880.16",,"1,880.16",(หน่วย: ล้านบาท),,,,,,,,,,,82.14,,60.11,60.11,,,,,20.99,,20.99,,,,,,,,,,,,,,,,,,17.72,17.72,,,,,,,,,169.80,,,,102.17,,102.17,,,,,,,6.33,,,,492.73,,,,,,,,,,,
FMT,,,,,,,,,,,,,,,,,454.75,454.75,,,,,52.22,,,,,,,,"3,038.74","2,551.14",487.60,,,,,"1,522.12",,,,,,52.22,,,,,,,967.73,,,(หน่วย: ล้านบาท),,,,,,,,,,,25.28,,,,,,4.99,,,,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.08,,,,,,,,,,,
HTECH,,,,,,,,,,,,,,,,,,921.61,,,,,,,,,,,,,"1,595.39",626.84,968.55,,,,,275.27,,,,,,,,,,,,,210.79,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,2.28,,,,42.98,,,,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.10,,,,,,,0.66,,,,,,,,,,137.85,,,,,,,,,,,
KKC,,,,,,,,,,,,,,,,,"2,794.24","2,794.24",,,,,,,,,48.14,,,,"7,297.34","4,302.29","2,995.05",,,,,"1,852.12",,,,,,,,,,,,,"2,122.41",,,(หน่วย: ล้านบาท),,,,,,,,,,,127.46,,102.08,53.94,,,71.08,71.08,,,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.68,,,,,,,,,,,
PK,,,,,169.93,,,107.61,,,,,,,,,"1,909.29","1,163.67",,,,,196.22,,,,,,0.41,307.12,"3,838.62","2,223.83","1,614.79",,,,,814.31,,,,196.22,27.89,,,,592.16,,,,767.90,26.74,63.93,(หน่วย: ล้านบาท),,,,,,,,,,,84.16,,48.96,5.38,,,83.09,,43.60,,43.60,,,,,83.51,,,56.95,3.33,,,22.54,95.30,688.68,,,,44.06,44.06,,,,,,43.17,,,,,,,,,,,,,,,,,,,,257.65,,,,,,,,,,,
SNC,,,,,,,,,,,,,,,,,"2,449.06","2,449.06",,,,15.90,,,,,,,,,"4,859.42","2,068.43","2,790.99",,,,,"1,065.37",,,,,,,,,,,,,317.03,,,(หน่วย: ล้านบาท),,,,,,,,,,,27.35,,164.74,,,,37.52,,,,44.35,,,,,,,,,,,,,,,,,,173.61,173.61,,,,,15.90,,,,,,,,,,,,,,,,,59.09,,,,505.39,,,,,,,,,,,
TCJ,,,,14.25,,,,,,,,,,,,,,"2,325.52",,,,,,,,,,,,15.15,"3,118.01",677.69,"2,440.32",,,,,263.97,,,,,,,,,,14.14,,,218.04,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,19.29,7.80,,,2.76,,64.63,,64.63,,,,,,,,,,,,,,,,,,,2.38,,,,,,11.49,,,10.66,,,,6.00,,6.00,96.53,,,,,,,,,,64.70,,,,,,,,,,,
VARO,,,,,,,,,,,,,,,,,856.34,856.34,,,,,,,,,,,,,"1,891.50",996.37,895.13,,,,,311.38,,,,,,,,,,,,,653.07,,,(หน่วย: ล้านบาท),,,,,,,,,,,1.09,,27.29,,,,5.24,,,,32.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.64,,,,,,,,,,,
UTP,,,,,,,,,,,,,,,,,"2,283.66","2,283.66",,,,,733.92,,,,,,,,"3,715.48","1,389.44","2,326.04",,,,,733.92,,,,,,,,,115.67,,,,539.09,,423.41,(หน่วย: ล้านบาท),,,,,,,,,,,42.36,,,,,,,,0.01,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.44,,,,,,,,,,,
CMAN,,,,,,,,,,,,,,,,,"2,256.31","2,256.31",,,,,49.86,,,,,,,,"3,216.53",739.00,"2,477.52",,,,,388.47,,,,49.86,2.16,,,,,,,,279.91,,,(หน่วย: ล้านบาท),,,,,,,,,,,27.44,,22.73,,,,7.99,,114.84,,121.50,,,,,,,,,,,,,,,,,,,,,,,6.66,,,,,0.56,,,,,,,,,,,,,13.85,,,,45.73,,,,,,,,,,,
GC,,,,,6.18,0.30,,,,,,,,,,,212.73,116.95,,,,0.48,617.42,,0.02,,,,,,"1,242.08","1,119.41",122.67,,,,,611.90,,,,,,,,,,,,,467.30,79.95,396.34,(หน่วย: ล้านบาท),,,,,,,,,,,4.05,,5.83,,,,,,1.67,,1.67,,,,,6.18,,,,,,,9.00,6.00,95.78,,,,,,,,,5.48,,,,,,0.04,,,,,,,,,,,,,,,,34.38,,,,,,,,,,,
GGC,,,,33.53,,,,,,,,,,,,,,"4,704.52",,,,10.01,39.57,,,,124.76,,,,"14,534.82","8,962.57","5,572.25",,,,,"1,841.62",,,,,,49.59,,,390.96,,,,"2,778.11",,"2,387.15",(หน่วย: ล้านบาท),,,,,,,,,,,21.90,,171.01,46.25,,,42.25,,,,15.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,700.00",,,,,,754.26,,,,"2,422.23",,,,,,,,,,,
GIFT,,,,,,,,,,,,,,,,,188.41,188.41,,,,,,,,,,,,,939.05,657.31,281.74,,,,,226.07,,,,,,,,,,,,,129.07,,,(หน่วย: ล้านบาท),,,,,,,,,,,2.96,,3.89,,,,2.83,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.11,,,,,,87.11,,,,,,,298.28,,,,,,,,,,,
IVL,,,"9,837.75","9,837.75",392.56,647.62,,"2,014.20",,,,,,,,,"211,798.32","151,201.96",396.99,,,53.10,985.99,,,"2,975.95",,,482.32,,"282,358.37","92,953.01","189,405.36",,,,,"32,098.17",,,,,,"1,056.85",,,"19,049.83",,,,"46,036.48","2,402.70","23,216.77",(หน่วย: ล้านบาท),,,,,546.70,735.16,,,,,"2,620.48",,"6,044.12",814.63,,,"18,027.20","22,659.09",126.38,,667.63,,,,,"6,358.67",,,"1,260.89",75.95,,,647.03,"2,014.32","59,732.47",,,,,,,"1,410.17",,434.10,155.61,,,,,107.15,,,14.93,,14.93,138.04,,,,,,"6,247.15",,,,"6,877.05",53.10,,,,,,,,,,
PATO,,,,,,,,,,,,,,,,,57.90,57.90,,,,,,,,,,,,,721.44,582.73,138.71,,,,,115.16,,,,,,,,,,,,,163.59,,,(หน่วย: ล้านบาท),,,,,,,,,,,1.21,,,,,,27.90,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.68,,,257.15,,,51.68,,,,,,,46.83,,,,,,,,,,,
PMTA,,,,,,,,,,,,,,,,,"1,103.96",629.58,,,,5.68,17.66,,,,,,,,"2,006.71","1,369.00",637.71,,,,,277.96,,,,,,17.66,,,523.29,,,,730.15,56.99,149.88,(หน่วย: ล้านบาท),,,,,,,,,,,8.10,,36.08,36.08,,,0.04,,,,0.00,,,,,,,,,,,,,,474.38,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,307.15,,,,,,,,,,,
PTTGC,,,,931.33,,,,,,,,,,,,,,"219,688.70",,,,"6,665.49",670.11,,,,"1,209.17",,,,"434,963.93","140,737.59","294,226.34",,,,,"41,696.85",,,,,,"2,959.21",,,"9,083.19",323.93,,,"37,754.92",,"28,671.73",(หน่วย: ล้านบาท),,,,,133.51,1.13,,,,,309.11,,"3,143.37","1,934.19",,,"7,768.49",,,,"6,014.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,274.87",,575.99,"11,620.34",,,"9,698.88",,,"41,578.73",,,,"43,429.39","7,335.60",,,,,,,,,,
SUTHA,,,,,,,,,,,,,,,,,585.94,585.94,,,,,,,,,,,,,982.48,370.45,612.03,,,,,143.59,,,,,,,,,,,,,169.65,,,(หน่วย: ล้านบาท),,,,,,,,,,,1.73,,3.88,,,,10.15,,,,2.83,,,,,,,,,,,,,,,,,,8.08,8.08,,,,,,,,,,,,,3.30,,3.30,2.99,,,,,,,,,,50.34,,,,,,,,,,,
TCB,,,,,,,,,,,,,,,,,"1,325.84","1,325.84",,,,"5,623.11",35.81,,,,,,,,"21,209.43","6,493.63","14,715.80",,,,,"1,037.80",,,,,,35.81,,,,,,,"1,715.28",,,(หน่วย: ล้านบาท),,,,,,,,,,,78.80,,67.60,,,,17.02,,"1,687.73",,"1,687.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,580.60",,"1,580.60",,,,,,,"4,402.69",,,,"3,637.14","5,623.11",,,,,,,,,,
TCCC,,,,,,45.84,,27.28,,,,,,,,,"5,133.35","1,866.23",28.64,,135.96,0.10,25.91,,,,,,,,"11,197.97","8,490.51","2,707.47",,8.51,,,713.54,,,,,,25.91,,,910.17,82.90,,,"2,042.06",203.59,908.53,(หน่วย: ล้านบาท),,,,,,,,,,,42.98,,55.80,1.46,,,547.56,,6.02,,6.02,,,77.88,,,,,,,3.40,,7.51,35.28,"3,373.64",,,,29.21,25.81,,547.56,,,,,,,,,,,135.96,,,973.27,,,,,,,,,,"4,679.93",,,,,,,,,,,
TPA,,,,,0.41,,,,,,,,,,,,268.96,268.96,,,,,,,,,,,,,978.69,707.42,271.27,,,,,263.78,,,,,,,,,,,,,116.05,,,(หน่วย: ล้านบาท),,,,,,,,,,,1.60,,11.92,,,,0.41,,,,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,,,,,,,,,,314.53,,,,,,,,,,,
UP,,,,,15.10,,,7.32,,,,,,,,,"1,206.02",183.73,,11.02,,11.88,68.57,,,,,,,,696.73,400.94,295.78,,,,,80.44,,,,,,,,,15.06,,,,29.92,,10.80,(หน่วย: ล้านบาท),,,,,,,,,,,11.05,,1.14,1.14,,,0.78,,38.66,,53.25,,,,,14.33,,,0.09,,,,3.26,,"1,022.19",,,,3.74,3.74,,,,,,,,,12.21,14.59,,,31.03,,20.00,150.00,,,,,,,,,,139.44,,,,,,,,,,,
VNT,,,,,,,2.76,,,,,,,,,,,"9,728.01",,,386.44,,,,,,,,,,"19,878.96","9,208.71","10,670.25",,,,,"2,617.33",,,,,,,,,,,,,"1,113.49",,,(หน่วย: ล้านบาท),,,,,,,,,,,305.97,,265.00,,,,234.16,,12.91,,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.44,,,,,,,,,,,,,"5,212.89",,,,,,,,,,,
WG,,,,,,,,,,,,,,,,,156.12,156.12,,,,,,,,,,,,,"1,945.82","1,413.89",531.93,,,,,188.51,,,,,,,,,,,,,195.67,,,(หน่วย: ล้านบาท),,,,,,,,,,,0.67,,9.97,,,,0.54,,,,1.59,,,,,,,,,,,,,,,,,,273.02,273.02,,,,,,,,,,,,,100.00,,100.00,844.00,,,,,,,,,,175.73,,,,,,,,,,,
YCI,,,,,,,,,,,,,,,,,53.75,53.75,,,,,,,,,,,,,186.14,13.53,172.61,,,,,8.20,,,,,,,,,,,,,4.95,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,,,,,,,,,3.04,,,,,,,,,,,,,,,,,,99.03,99.03,,,,,,,,,,,,,16.80,,16.80,,,,,,,,,,,0.38,,,,,,,,,,,
AJ,,23.95,,,3.08,,,,,,,,,,,,"5,741.46","5,741.46",,,,,12.74,,,,54.36,,,,"8,549.02","2,664.17","5,884.85",,,,,978.40,,,,12.74,,25.50,,,,,,,"1,597.68",,,(หน่วย: ล้านบาท),,,,,,,,,,,,,59.59,5.10,,,3.08,,10.71,,103.62,,,,,,,,,,,,,,,,,,,,,,,92.91,,,,,,,,,23.95,,,,,,,,,,,,,3.01,,,,,,,,,,,
ALUCON,,,,,,2.76,,191.18,,,,,,,,,"9,096.96","3,767.20",,,,60.80,972.43,,0.85,,32.69,,,,"6,344.90","2,523.34","3,821.57",,,,,"1,033.23",,,,,,,,,632.52,,,,"1,243.79",239.07,184.18,(หน่วย: ล้านบาท),,,,,,,,,,,42.58,,44.42,7.97,,,11.43,29.47,,,0.36,,,,,18.04,,,,,,,3.16,,"5,329.76",,,,,,,,,0.14,,,,,,0.36,,,,,,,,,,,,,,,,201.91,,,,,,,,,,,
CSC,,,,,,,,,,,,,,,,,976.84,976.84,,,,12.13,,,,,,,,,"2,088.66",775.51,"1,313.15",,,,,329.44,,,,,,12.13,,,,,,,348.39,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,79.39,,,,4.25,,,,6.10,,,,,,,,,,,,,,,,,,315.66,315.66,,,,,,,,,,,,,10.30,,10.30,,,,,,,,,,,6.16,,,,,,,,,,,
NEP,,,,,,,,,,,,,,,,,236.39,236.39,,,,,,,,,,,,,758.84,170.35,588.49,,,,,49.60,,,,,,,,,,,,,39.07,,,(หน่วย: ล้านบาท),,,,,,,,,,,,,5.68,,,,2.20,,,,0.36,,,,,,,,,,,,,,,,,,4.98,4.98,,,,,,,,,,,,,,,,20.00,,,,,,344.57,,,,56.00,,,,,,,,,,,
NPP,,,33.27,33.27,,,,,,,,,,,,,574.31,574.31,,,,0.72,0.30,,,,21.73,,,,"1,301.50",498.32,803.18,,,,,161.87,,,,,,0.30,,,,69.17,,,84.03,,,(หน่วย: ล้านบาท),,,,,,,,,,,1.27,,54.06,32.32,,,99.66,,,,20.17,,,,,,,,,,,,,,,,,,5.32,5.32,,,,,,,,,,,,,,,,131.71,,,,,,,,,,66.34,,,,,,,,,,,
PTL,,,3.16,3.16,,,,,,,,,,,,,"9,267.10","9,267.10",,,,,,,,,57.12,,,,"15,042.35","5,479.05","9,563.30",,,,,"1,892.54",,,,,,,,,,,,,"2,042.77",,,(หน่วย: ล้านบาท),,,,,,,,,,,147.66,,147.68,71.95,,,3.71,,7.59,,127.87,,,,,,,,,,,,,,,,,,,,,,,120.28,,,,,13.79,,,,,,,,,,,,,,,,,"1,396.06",,,,,,,,,,,
SITHAI,,,,,129.42,24.47,9.21,266.72,,,1.25,,,,,,"11,511.09","5,489.41",3.94,,,353.83,"1,873.66",,3.49,,38.55,,42.90,,"10,726.00","4,321.72","6,404.29",,2.97,,,"2,211.69",,,,,,,,,467.82,145.10,,,"1,672.51",46.57,922.55,(หน่วย: ล้านบาท),,,,,,,,,,,155.02,,147.12,22.73,,,41.60,9.78,10.55,,25.79,,,,,97.61,3.00,,29.59,,,,31.15,15.80,"5,996.04",98.23,,,227.82,129.59,,,,10.76,,,,,5.67,6.04,,,178.42,,116.02,,,,65.40,,,233.69,,,,290.40,,,,,,,,,,,
SLP,,,,,,,,,,,,,,,,,,256.91,,,,,,,,,,,,,"1,011.34",742.73,268.61,,,,,124.58,,,,,,,,,,,,,74.27,,,(หน่วย: ล้านบาท),,,,,,,,,,,3.27,,2.02,,,,3.20,,4.29,,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,,,,,,478.75,,,,,,,,,,63.10,,,,,,,,,,,
