Stock,กำไร (ขาดทุน) จากการทำสัญญาป้องกันความเสี่ยง,กำไร (ขาดทุน) ที่ยังไม่เกิดขึ้นจากการเปลี่ยนแปลงสัดส่วนการลงทุน,กำไร (ขาดทุน) สะสม,กำไร (ขาดทุน) สะสม - ยังไม่ได้จัดสรร,กำไรสะสม - จัดสรรแล้ว,ค่าตอบแทนค้างจ่ายผู้ให้สัมปทานสิทธิ,ค่าเบี้ยประกันรับล่วงหน้า,ค่าใช้จ่ายค้างจ่าย,ค่าใช้จ่ายเกี่ยวกับพนักงานค้างจ่าย,จำนวนหุ้นทุนซื้อคืน (หน่วย : หุ้น),ดอกเบี้ยค้างจ่าย,ตราสารหนี้,ต่างประเทศ - มีดอกเบี้ย,ต่างประเทศ - ไม่มีดอกเบี้ย,ต้นทุนค่าก่อสร้างที่ยังไม่เรียกเก็บ,ทุนจดทะเบียน,ทุนที่ออกและชำระเต็มมูลค่าแล้ว,ทุนที่ได้รับจากผู้ถือหน่วยลงทุน,บัญชีปรับสมดุล,บุคคลหรือกิจการที่เกี่ยวข้องกัน,บุคคลหรือกิจการอื่น,ประมาณการหนี้สิน,ประมาณการหนี้สินระยะยาว,ประมาณการหนี้สินระยะสั้น,ผลต่างจากการแปลงค่างบการเงิน,ภาระจากการรับรอง,ภาระในการส่งคืนหลักทรัพย์,ภาษีธุรกิจเฉพาะค้างจ่าย,ภาษีมูลค่าเพิ่มค้างจ่าย,ภาษีสรรพสามิตค้างจ่าย,ภาษีเงินได้ค้างจ่าย,ภาษีเงินได้นิติบุคคลค้างจ่าย,รวมส่วนของผู้ถือหุ้น,รวมส่วนของผู้ถือหุ้นของบริษัท,รวมหนี้สิน,รวมหนี้สินหมุนเวียน,รวมหนี้สินไม่หมุนเวียน,รายการระหว่างธนาคารและตลาดเงิน,รายการอื่น,รายได้รอการรับรู้ - สุทธิจากส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,รายได้รอการรับรู้ - ส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,รายได้รับล่วงหน้า,สำรองค่าสินไหมทดแทนและค่าสินไหมทดแทนค้างจ่าย,สำรองตามกฎหมาย,สำรองอื่น ๆ,สำรองเบี้ยประกันภัย,สำรองเผื่อหนี้สินจากคดีความฟ้องร้อง,สำรองเพื่อขยายงาน,สำรองเพื่อชำระคืนเงินกู้ยืม,สำรองเพื่อซื้อหุ้นทุนซื้อคืน,สินทรัพย์สุทธิ,สินทรัพย์สุทธิต่อหน่วย (หน่วย : บาท),ส่วนของหนี้สินระยะยาวที่ถึงกำหนดชำระภายในหนึ่งปี,ส่วนเกิน (ต่ำกว่า) ทุนจากการรวมธุรกิจภายใต้การควบคุมเดียวกัน,ส่วนเกิน (ต่ำกว่า) ทุนจากการเปลี่ยนแปลงมูลค่ายุติธรรมของเงินลงทุน,ส่วนเกิน (ต่ำกว่า) ทุนจากการเพิ่มทุนของบริษัทย่อย และ/หรือ บริษัทร่วม,ส่วนเกิน (ต่ำกว่า) ทุนจากรายการในส่วนของผู้ถือหุ้นของบริษัทย่อย และ/หรือ บริษัทร่วม,ส่วนเกิน (ต่ำกว่า) ทุนจากหุ้นทุนซื้อคืน,ส่วนเกิน (ต่ำกว่า) ทุนอื่น,ส่วนเกิน (ต่ำกว่า) ทุนอื่น - อื่น ๆ,ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้น,ส่วนเกินทุนจากการตีราคาสินทรัพย์ถาวร,ส่วนเกินทุนจากการลดทุน,ส่วนเกินทุนจากใบสำคัญแสดงสิทธิที่หมดอายุแล้ว,ส่วนแบ่งผลขาดทุนที่เกินเงินลงทุนในบริษัทร่วม และ/หรือ กิจการร่วมค้า,ส่วนได้เสียที่ไม่มีอำนาจควบคุม,หนี้สินจากสัญญาประกันภัย,หนี้สินจ่ายคืนเมื่อทวงถาม,หนี้สินตราสารอนุพันธ์,หนี้สินตราสารอนุพันธ์หมุนเวียน,หนี้สินตราสารอนุพันธ์ไม่หมุนเวียน,หนี้สินตามสัญญาปรับโครงสร้างหนี้และฟื้นฟูกิจการ,หนี้สินตามสัญญาเช่าการเงิน,หนี้สินตามสัมปทานสิทธิ,หนี้สินทางการเงิน,หนี้สินทางการเงินที่กำหนดให้แสดงด้วยมูลค่ายุติธรรม,หนี้สินทางการเงินหมุนเวียนอื่น,หนี้สินทางการเงินอื่น,หนี้สินทางการเงินไม่หมุนเวียนอื่น,หนี้สินที่เกี่ยวข้องโดยตรงกับสินทรัพย์ไม่หมุนเวียน และ/หรือ กลุ่มสินทรัพย์ที่ยกเลิกซึ่งถือไว้เพื่อขาย,หนี้สินผลประโยชน์พนักงานภายหลังเลิกจ้าง,หนี้สินผลประโยชน์พนักงานภายหลังเลิกจ้าง - สุทธิจากส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,หนี้สินผลประโยชน์พนักงานภายหลังเลิกจ้าง - ส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,หนี้สินภาษีเงินได้รอตัดบัญชี,หนี้สินระยะยาว - สุทธิจากส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,หนี้สินระยะยาวอื่น,หนี้สินหมุนเวียนอื่น,หนี้สินหมุนเวียนอื่น - อื่น ๆ,หนี้สินอื่น,หนี้สินและทุน,หนี้สินไม่หมุนเวียน - อื่น ๆ,หนี้สินไม่หมุนเวียนอื่น,หลักทรัพย์ขายโดยมีสัญญาซื้อคืน,หุ้นกู้และตราสารหนี้อื่น,หุ้นของบริษัทที่ถือโดยบริษัทย่อย,หุ้นทุนซื้อคืน,หุ้นทุนรับซื้อคืน / หุ้นของบริษัทที่ถือโดยบริษัทย่อย,หุ้นบุริมสิทธิ,หุ้นสามัญ,องค์ประกอบอื่นของส่วนของผู้ถือหุ้น,อื่น ๆ,เงินกู้ยืม,เงินกู้ยืมระยะยาว,เงินกู้ยืมระยะยาว - บุคคลหรือกิจการที่เกี่ยวข้องกัน,เงินกู้ยืมระยะยาว - บุคคลหรือกิจการอื่น,เงินกู้ยืมระยะยาว - สถาบันการเงิน,เงินกู้ยืมระยะสั้น,เงินกู้ยืมและเงินรับฝาก,เงินค้างจ่ายเกี่ยวกับการประกันภัยต่อ,เงินถือไว้จากการประกันภัยต่อ,เงินทดรองรับและเงินกู้ยืมระยะสั้น,เงินประกันผลงาน,เงินปันผลค้างจ่าย,เงินฝากที่เป็นเงินตราต่างประเทศ,เงินฝากที่เป็นเงินบาท,เงินมัดจำ,เงินมัดจำการเช่าและบริการ,เงินรับฝาก,เงินรับล่วงหน้าค่าหุ้น,เงินรับล่วงหน้าจากลูกค้า - สุทธิจากส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,เงินรับล่วงหน้าจากลูกค้า - ส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,เงินสำรองการเสี่ยงภัยที่ยังไม่สิ้นสุด,เงินเบิกเกินบัญชีและเงินกู้ยืมจากสถาบันการเงิน,เงินเบิกเกินบัญชีและเงินกู้ยืมระยะสั้นจากสถาบันการเงิน,เจ้าหนี้,เจ้าหนี้การค้าและเจ้าหนี้อื่น,เจ้าหนี้ค่าที่ดินและค่าก่อสร้าง,เจ้าหนี้ค้างจ่าย,เจ้าหนี้จากการซื้อเงินลงทุน,เจ้าหนี้จากการแบ่งปันส่วนทุน,เจ้าหนี้ทรัสต์รีซีท,เจ้าหนี้ธุรกิจหลักทรัพย์และสัญญาซื้อขายล่วงหน้า,เจ้าหนี้บริษัทประกันภัยต่อ,เจ้าหนี้ระยะยาวอื่น - สุทธิจากส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,เจ้าหนี้ระยะยาวอื่นที่ถึงกำหนดชำระภายในหนึ่งปี,เจ้าหนี้ระยะสั้นอื่น - สุทธิ,เจ้าหนี้สำนักหักบัญชี,เจ้าหนี้อื่น,ในประเทศ - มีดอกเบี้ย,ในประเทศ - ไม่มีดอกเบี้ย,ใบสำคัญแสดงสิทธิ สิทธิซื้อหุ้น และสิทธิในการเลือกซื้อหุ้น
TNPC,,,222.95,194.63,28.32,,,,,,,,,,,372.77,319.52,,,,147.54,,,,,,,,,,,8.48,567.74,567.74,459.21,375.00,84.21,,,,,,,28.32,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,0.52,,,,,,,,,82.51,,,1.07,,9.96,1.48,,(หน่วย: ล้านบาท),,0.63,,,,,,,319.52,25.27,,,,,,1.07,,,,,,,,,,,,,,,,,,216.98,,147.54,,,,,,,,,,,,,,,
TRU,,,"1,847.46","1,785.47",61.98,,,,,,,,,,,619.85,590.85,,,,,,,,,,,,,,,0.74,"3,248.00","3,167.54",403.85,343.74,60.11,,,,,,,61.98,,,,,,,,,0.39,,,,,,15.46,15.46,713.78,,,,,80.46,,,,,,,0.10,,,,,,,,,60.01,,,0.10,,0.74,,,(หน่วย: ล้านบาท),,,,,,,,,713.78,15.46,,,,,,,,,,,,,,,,,,,,,,,,,,342.61,,,,,,,,,,,,,,,
TSC,,,"1,000.84",973.99,26.85,,,,,,,,,,,268.50,259.80,,,76.53,472.61,,10.84,,,,,,,,,,"1,725.51","1,725.51",983.16,883.74,99.42,,,,,,,26.85,,,,,,,,,69.68,,,,,,,,464.87,,,,,,,,,,,,5.11,,,,,,,,,50.99,,,37.40,,14.93,14.93,,(หน่วย: ล้านบาท),,0.19,,,,,,,464.87,,,,,,,32.29,,,,,,,,,,0.19,,,,,,,,250.00,,549.14,,,,,,,,,,,,,,,
YNP,,,"-6,642.78","-6,682.60",39.82,,,,,,,,,,,"1,600.00","1,600.00",,,3.00,201.41,,,,,,,,,,,,"-3,507.17","-3,507.17","8,122.06","2,860.54","5,261.52",,,,,,,38.82,1.00,,,,,,,,229.84,,,,,,,,"1,230.40",,,,,,,,,,,,0.19,,,,,,,,,131.15,,76.30,"5,050.36",,9.57,,,(หน่วย: ล้านบาท),,3.70,,,,,,,"1,230.40",305.21,,,,,229.54,"5,050.17",,,,,3.00,,,,,,,,,,,,,747.12,,"1,669.59",,,,,,,,,,201.42,,,,,
ALLA,,,128.10,98.10,30.00,,,21.05,,,,,,,,300.00,300.00,,,,,,,5.48,,,,,,,,3.21,776.64,776.64,176.39,131.93,44.46,,,,,,,30.00,,,,,,,,,4.14,0.05,,,,,0.05,,348.49,,,,,0.00,,,,,,,5.19,,,,,,,,,39.26,,,5.19,,31.26,7.00,,(หน่วย: ล้านบาท),,,,,,,,,348.49,0.05,,,,,,,,,,,,,,,,,,,,,25.53,,,,,65.52,,,,,,,,,,,,,,,
ASEFA,,,568.92,513.92,55.00,,,,,,,,,,,550.00,550.00,,,,,,,,,,,,,,,27.21,"1,499.65","1,507.61",842.61,815.21,27.40,,,,,,,55.00,,,,,,,,,11.41,,,1.98,,,1.98,,386.70,,,,,-7.96,,,,,,,0.25,,,,,,,,,16.42,,,8.83,,27.21,,,(หน่วย: ล้านบาท),,2.15,,,,,,,550.00,1.98,,,,,,8.58,,,,,,,,,,,,,,,,,,0.01,,776.58,,,,,,,,,,,,,,,
CPT,,,167.58,134.20,33.38,,,,,,,,,,,450.00,450.00,,,,,,,,,,,,,,,26.10,"1,087.21","1,087.21",435.93,401.63,34.30,,,,,,,33.38,,,,,,,,,1.55,,,,,,,,469.63,,,,,,,,,,,,1.74,,,,,,,,,32.56,,,1.74,,53.22,10.85,,(หน่วย: ล้านบาท),,,,,,,,,469.63,,,,,,,,,,,,,16.27,,,,,,,,,38.07,,,,,274.35,,,,,34.45,,,,,,,,,,
CRANE,,,168.74,135.90,32.85,,,,,,,,,,,"1,044.64",757.06,,,14.00,178.85,,,,,,,,,,,0.36,"1,234.47","1,234.47","1,701.27",968.15,733.12,,,,,,,32.85,,,,,,,,,312.29,39.20,,,,,39.20,,269.48,,,,,,,,,,,,574.30,,,,,,,,,16.49,,78.36,624.46,,43.35,42.99,,(หน่วย: ล้านบาท),,13.81,,,,,,,269.48,39.20,,,,,,50.16,,,,,192.85,,,,,,,,,,,,,74.39,,345.27,,,,,,,,,,,,,,,
CTW,,,"1,128.14",929.19,198.95,,,,,,,,,,,"1,989.53","1,989.53",,,76.94,422.23,,,,,,,,,,,35.53,"4,356.41","4,238.58","2,055.81","1,786.80",269.01,,,,,,,198.95,,,,,,,,,,,,,,,,,"1,119.08",,,,,117.83,,,,,,,,,,,,,,,,269.01,,,,,78.20,42.67,,(หน่วย: ล้านบาท),,,,,,,,,"1,119.08",1.83,,,,,,,,,,,,,,,,,,,,,,,,150.43,,499.17,,,,,"1,059.00",,,,,,,,,,
FMT,,,489.60,441.60,48.00,,,,,,,,,,,480.00,480.00,,,725.09,37.09,,,,,,,,,,,10.70,"1,477.10","1,477.10","1,561.64","1,438.95",122.69,,,,,,,48.00,,,,,,,,,,,,,,,,,507.50,,,,,,,,,,,,,,,,,,,,,122.69,,,,,20.97,10.27,,(หน่วย: ล้านบาท),,,,,,,,,507.50,,,,,,,,,,,,725.09,,,,,,,,,,,,,,,655.80,,,,,,,,,,37.09,,,,,
HTECH,,,485.20,455.20,30.00,,,,,,,,,,,300.00,300.00,,,,,,,,,,,,,,,10.91,"1,103.70",986.36,491.68,361.85,129.83,,,,,,,30.00,,,,,,,,,66.58,,,,,,,,214.95,,,,,117.35,,,,,,,,,,,,,,,,12.05,,3.42,114.36,,10.92,0.01,,(หน่วย: ล้านบาท),,,,,,,,,214.95,-13.80,,,,,114.36,,,,,,5.41,,,,,,,,,,,,,108.12,,170.82,,,,,,,,,,,,,,,
KKC,,,128.35,8.35,120.00,,,,,,,,,,,"1,200.00","1,200.00",,,,,,,,,,,,,,,1.12,"2,225.49","2,225.49","5,071.84","4,211.16",860.68,,-10.75,,,,,120.00,,,,,,,,,261.82,207.90,,,,,207.90,,700.00,,,,,,,,,,,,63.83,,,,,,,,,196.85,,,663.83,,40.46,38.46,,(หน่วย: ล้านบาท),,,,,,,,,700.00,197.15,,,,,600.00,,,,,,,,0.88,,,,,,,,,,,"3,029.79",,879.10,,,,,,,,,,,,,,,
PK,,,516.65,456.62,60.02,,,,,,,,,,,600.24,494.10,,,,527.82,,,,,,,,,,,23.20,"1,613.26","1,596.47","2,225.36","1,434.94",790.42,,,,,,,60.02,,,,,,,,,98.90,,,,,,,,-8.99,,,,,16.79,,,,,,425.72,4.29,,,,,,,,,212.64,2.80,133.22,444.56,,613.52,280.32,,(หน่วย: ล้านบาท),,,,,3.56,,3.56,4.56,-13.55,486.82,,,,,,14.56,,,,,,22.44,,,,287.56,,,,,,,,176.86,,527.82,,,,,15.04,,,,,,,,,,111.46
SNC,,,"1,150.19","1,076.36",73.82,,,,,,,,,,,287.78,287.78,,,,13.72,,56.00,,,,,,,,,8.16,"2,833.57","2,651.56","2,025.85","1,453.19",572.66,,,52.51,23.42,,,73.82,,,,,,,,,247.80,,,,,,,,"1,213.60",,,,,182.01,,,,,,,,,,,,,,,,,,4.32,455.87,,28.27,20.11,,(หน่วย: ล้านบาท),,3.97,,,,,,,"1,213.60",,,,,,,455.87,,,,,,,,,,,,,,,,,,30.00,,"1,109.97",,,,,,,,,,13.72,,,,,
TCJ,,,382.40,349.74,32.65,,,,,,,,,,,"1,535.81","1,035.26",,,,3.33,,,,,,,,,,,3.60,"1,822.15","1,501.79","1,295.87",623.16,672.71,,,,,,,32.65,,,,,,,,,186.16,,,,,,,,84.14,,,,,320.35,,,,,,,608.37,,,,,,,,,14.59,,7.80,639.36,,22.26,18.66,,(หน่วย: ล้านบาท),,10.95,,,,,,,84.14,,,,,,,30.99,,,,,,,,,,,,,,,12.06,,,251.16,,148.19,,,,,,,,,,3.33,,,,,
VARO,,,195.67,145.67,50.00,,,,,,,,,,,500.00,499.51,,,,,,,,,,,,,,,,"1,069.58","1,069.58",821.92,775.27,46.65,,,,,,,50.00,,,,,,,,,28.08,,,,,,,,374.40,,,,,,,,,,,,,,,,,,,,,27.43,,,16.72,,24.67,,,(หน่วย: ล้านบาท),,2.50,,,,,,,374.40,,,,,,16.72,,,,,,,,,,,,,,,,,,,8.59,,107.13,,,,,606.80,,,,,,,,,,
UTP,,,"1,242.11","1,177.11",65.00,,,,,,,,,,,650.00,650.00,,,,309.56,,,,,,,,,,,15.59,"2,261.10","2,261.10","1,454.38",504.13,950.25,,,,,,,65.00,,,,,,,,,178.98,,,,,,,,174.46,,,,,,,,,,,,,,,,,,,,,17.26,,48.63,876.85,,15.59,,,(หน่วย: ล้านบาท),7.51,7.51,,,,,,,174.46,194.53,,,,,,876.85,,,,,,,,,,,,,,,,,,,,309.56,,,,,,,,,,,,,,,
CMAN,,,396.80,340.50,56.30,,,,,,,,,,,"1,000.00",720.00,,,,,,,,,,,,,,,,"1,222.70","1,217.33","1,993.83",723.57,"1,270.25",,-5.47,,,,,56.30,,,,,,,,,96.18,,,,,,29.00,29.00,77.00,,,,,5.37,,,,,,,58.93,,,,,,,,,57.23,,0.66,"1,195.68",,33.63,33.63,,(หน่วย: ล้านบาท),,16.68,,,,,,,77.00,23.53,,,,,"1,136.76",,,,,,,,,,,,,,,,,,,263.87,,329.89,,,,,,,,,,,,,,,
GC,,,188.65,164.65,24.00,,,,,,,,,,,200.00,200.00,,,0.17,193.36,,,,,,,,,,,11.77,444.68,444.68,797.40,783.96,13.44,,,,,,,24.00,,,,,,,,,1.70,,,,,,,,56.03,,,,,,,,,,,,2.17,,,,,,,,,11.27,,,2.17,,13.74,1.97,,(หน่วย: ล้านบาท),,,,,,,,,56.03,,,,,,,,,,,,,,,,,,,,,,,,,575.00,,193.52,,,,,,,,,,,,,,,
GGC,,,621.58,375.96,245.62,,,,,,,,,,,"10,483.33","10,236.67",,,58.99,309.83,,,,,,,,,,,,"11,073.18","11,073.18","3,461.64","1,290.28","2,171.36",,,,,,,245.62,,,,,,,,,283.73,-4.13,,,,,-4.13,,219.07,,,,,,,,,0.05,,,11.00,,,,,,,,,53.99,,1.53,"2,115.84",,,,,(หน่วย: ล้านบาท),,,,,,,,,219.07,-4.13,,,,,,"2,104.84",,,,,,,,,,,,,,,,,,,,410.04,227.63,,,,,,,,,368.83,,,,,
GIFT,,,265.49,237.39,28.10,,,,,,,,,,,454.03,341.73,,,,,,,,,,,,,,,11.84,679.62,679.56,259.43,253.22,6.21,,,,,,,28.10,,,,,,,,,0.62,,,,,,,,80.70,,,,,0.06,,,,,,,0.84,,,,,,,,,5.37,,,0.84,,12.76,0.92,,(หน่วย: ล้านบาท),,,,,,,,,80.70,-8.36,,,,,,,,,,,,,,,,,,,,,,,,,,54.56,,,,,185.29,,,,,,,,,,
IVL,305.14,,"58,526.34","55,569.53","2,956.80",,,"3,414.04",,,444.76,"38,116.77",,,,"5,666.01","5,245.41",,,"1,343.78","37,957.63",,,,"-2,639.64",,,,254.86,,,"1,327.34","118,986.69","117,061.65","163,371.68","65,621.55","97,750.12",,"14,874.07",141.95,,,,"2,956.80",,,,,,,,,"8,945.18","-1,235.56",,"-2,862.26",,,"-3,792.68",,"44,848.15",,,,,"1,925.04",,,,49.48,375.52,,278.93,,,,,,,,,"2,209.60",,"13,138.64","80,724.76",,"11,210.35","5,769.35",,(หน่วย: ล้านบาท),"1,159.65","1,159.65",,,,,,,"44,848.15","8,441.75",,,,,,"42,329.06",,,,,,,,,,,,,,,,,,"6,115.13",,,,,,,,,,,,"39,301.41",,,,,
PATO,,,306.91,292.67,14.24,,,,,,,,,,,142.37,142.37,,,,,,,,,,,,,,,22.00,615.93,615.93,105.51,93.67,11.84,,,,,,,14.24,,,,,,,,,,,,,,,,,162.01,,,,,,,,,,,,,,,,,,,,,11.84,,,,,22.99,0.98,,(หน่วย: ล้านบาท),,,,,,,,,162.01,4.64,,,,,,,,,,,,,,,,,,,,,,,,13.53,,57.15,,,,,,,,,,,,,,,
PMTA,,,491.86,456.52,35.34,,,,,,,,,,,"1,012.00","1,012.00",,,14.20,204.16,,,,,,,,,,,14.07,"1,566.73","1,566.73",439.98,430.56,9.42,,,,,,,35.34,,,,,,,,,,,,,,,,,60.38,,,,,,,,,,,,,,,,,,,,,9.42,,,,,99.78,85.72,,(หน่วย: ล้านบาท),,,,,,,,,60.38,2.49,,,,,,,,,,,,,,,,,,,,,6.30,,,106.13,,218.36,,,,,,,,,,,,,,,
PTTGC,-789.93,,"189,783.41","172,015.69","17,767.73",,,,,,,"54,644.80",,,,"45,088.49","45,088.49",,,997.07,"12,525.50",,464.95,99.40,-383.89,,,,,,,"2,421.17","280,264.10","274,869.72","154,699.83","60,312.88","94,386.95",,,,,,,"4,512.93",,,,"12,446.99",807.80,,,,"9,962.13","1,690.71",142.09,,"1,015.26","1,386.74","3,444.87",,"36,936.83",,,,,"5,394.38",,,,715.73,,,,,,,,,,,,"4,010.71",,"1,839.87","87,587.80",,"2,454.95",33.78,,(หน่วย: ล้านบาท),483.63,483.63,,,,,,,"36,936.83","3,060.98","1,015.26",,,,"1,122.43","31,820.57",,,,,,,,,,,,,,,,,,263.46,,"31,137.03","2,157.59",,,,,,,,,"13,522.57",,,,,
SUTHA,,,86.21,56.21,30.00,,,,,,,,,,,300.00,300.00,,,,,,,,,,,,,,,3.64,580.51,580.51,401.97,332.51,69.46,,0.12,,,,,30.00,,,,,,,,,31.58,,,,,,,,194.18,,,,,,,,,,,,1.55,,,,,,,,,10.58,,,58.88,,6.74,3.10,,(หน่วย: ล้านบาท),,,,,,,,,194.18,0.12,,,,,57.33,,,,,,,,,,,,,,,,4.67,,,214.61,,74.91,,,,,,,,,,,,,,,
TCB,,,"16,093.86","16,063.86",30.00,,,,,,,,,,,300.00,300.00,,,,362.62,,,,,,,,,,,62.86,"16,029.60","16,029.60","5,179.83","2,046.02","3,133.82",,,,,,,30.00,,,,,,,,,242.55,,,,,,,,930.00,,,,,,,,,51.17,,,,,,,,,,,,105.86,,,"3,027.96",,62.86,,,(หน่วย: ล้านบาท),,,,,,,,,930.00,"-1,294.26",,,,,,"3,027.96",,,,,,,,,,,,,,,,,,,,"1,326.81",,,,,,,,,,362.62,,,,,
TCCC,,,"7,995.43","7,820.02",175.41,,,238.49,,,,,,,,"1,754.15","1,754.14",,,0.22,95.57,,,,-33.77,,,,,,,218.91,"9,760.71","9,672.24","1,437.26","1,184.56",252.70,,,,130.60,,,175.41,,,,,,,,,7.07,,,,,,,,-43.57,,,,,88.47,,,,,,,8.57,,,,,,,,,111.68,19.29,116.61,8.57,,489.01,31.61,,(หน่วย: ล้านบาท),15.85,15.85,,,,,,,-43.57,-33.77,,,,,,,,,,,,,,,,,,,,,72.03,,,9.46,,361.32,,,,,,,,,,95.78,,,,,
TPA,,,254.72,242.57,12.15,,,,,,,,,,,121.50,121.50,,,,,,,,,,,,,,,13.87,609.57,609.57,369.12,344.36,24.75,,,,,,,12.15,,,,,,,,,0.84,,,,,,,,233.35,,,,,,,,,,,,1.40,,,,,,,,,23.35,,,1.40,,25.73,11.87,,(หน่วย: ล้านบาท),,,,,,,,,233.35,,,,,,,,,,,,,,,,,,,,,,,,,,,317.79,,,,,,,,,,,,,,,
UP,,,137.69,75.19,62.50,,,,,,,,,,,250.00,250.00,,,1.66,95.45,,,,,,,,,,,,554.89,554.89,141.84,98.19,43.64,,,,,,,62.50,,,,,,,,,,,,,,,,,167.20,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,1.07,,(หน่วย: ล้านบาท),43.64,43.64,,,,,,,167.20,,,,,,,,,,,,,,,,,,,,,,,,,,,97.12,,,,,,,,,,,,,,,
VNT,,,"9,378.20","8,667.08",711.12,,,,,,,,,,,"7,111.16","7,111.16",,,,,,,,,,,,,,,,"17,868.23","17,868.23","2,010.74","1,840.97",169.77,,,,,,,711.12,,,,,,,,,,,,,,,,,"1,303.71",,,,,,,,,,,,,,,,,,,,,169.77,,,,,128.35,,,(หน่วย: ล้านบาท),,,,,,,,,"1,303.71",75.15,,,,,,,,,,,,,,,,,,,,,,,,,,"1,712.62",,,,,,,,,,,,,,,
WG,,,"1,350.72","1,320.72",30.00,,,,,,,,,,,300.00,178.50,,,,,,,,,,,,,,,14.31,"1,754.98","1,753.95",190.84,148.46,42.39,,,,,,,30.00,,,,,,,,,,,,,,,,,225.34,,,,,1.02,,,,,,,,,,,,,,,,18.08,,1.95,,,29.27,14.96,,(หน่วย: ล้านบาท),,22.36,,,,,,,225.34,-0.60,,,,,,,,,,,,,,,,22.36,,,,,,,,,,119.19,,,,,,,,,,,,,,,
YCI,,,-94.56,-101.56,7.00,,,,,,,,,,,70.00,70.00,,,1.50,9.78,,,,,,,,,,,1.63,119.78,119.78,66.36,30.46,35.91,,,,,,,7.00,,,,,,,,,,,,,,,,,115.00,,,,,,,,,,,,,,,,,,,,,12.09,,23.82,,,1.63,,,(หน่วย: ล้านบาท),,,,,,,,,115.00,29.34,,,,,,,,,,,1.50,,,,,,,,,,,,,17.21,,10.12,,,,,,,,,,,,,,,
AJ,,,"2,235.32","2,175.32",60.00,,,,,,0.75,,,,,399.44,399.44,,,,18.69,,,,,,,,,,,,"3,511.37","3,511.37","5,037.65","3,497.14","1,540.51",,,,,,,60.00,,,,,,,,,525.79,,,,,,,,876.62,,,,,,,,,,,,3.32,,,,,,,,,53.18,,,"1,487.33",,4.41,3.66,,(หน่วย: ล้านบาท),,,,,,,,,876.62,,,,,,"1,484.01",,,,,,,,,,,,,,,,,,,"1,113.72",,"1,834.53",,,,,,,,,,18.69,,,,,
ALUCON,,,"4,585.11","4,541.91",43.20,,,,,,,,,,,432.00,432.00,,,61.38,120.97,,,,,,,,,,,73.96,"5,271.11","5,271.11","1,073.79",589.16,484.64,,,6.25,5.79,,,43.20,,,,,,,,,,,,,,,,,254.00,,,,,,,,,,,,,,,,,,,,,478.39,27.48,,,,99.09,25.13,,(หน่วย: ล้านบาท),,,,,,,,,254.00,,,,,,,,,,,,66.34,,,,,,,,,,,,,2.68,,266.81,,,,,,,,,120.97,,,,,,
CSC,,,-340.28,-466.28,126.00,,,,,,,,,,,780.00,520.00,,,13.92,306.79,,,,,,,,,,,,"1,049.93","1,049.93","1,038.73",762.43,276.30,,,,,,,26.00,100.00,,,,,,,,120.00,,,,,,192.33,,677.88,192.33,,,,,,,,,,,,,,,,,,,,,,,230.00,20.00,72.47,,,(หน่วย: ล้านบาท),,46.30,,,,,,,677.88,192.33,,,,200.00,30.00,,,,,,,,,,,,,,,,,,,249.25,,306.79,,,,,,,,,,13.92,,,,,
NEP,,,-956.99,,,,,,,,,,,,,"2,896.83","1,865.38",,,,,,,,,,,,,,,,668.28,668.28,90.56,57.65,32.91,,,,,,,,,,,,,,,,6.79,,,,,,37.89,,-297.99,,,37.89,,,,,,,,,4.28,,,,,,,,,3.51,,0.50,28.90,,0.34,,,(หน่วย: ล้านบาท),,,,,,,,,-297.99,57.89,,,,0.42,24.62,4.19,,,,,,,,,,,,,20.00,,,,,,,50.52,,,,,,,,,,,,,,,
NPP,,,-478.86,-478.86,,,,,,,,,,,,"1,656.48","1,240.86",,,0.07,0.48,,,,,,,,,,,0.26,822.90,861.83,478.60,387.27,91.33,,,,,,,,,,,,,,,,38.23,,,,,,,,111.35,,,,,-38.94,,,,,,,5.27,,,,,,,,,20.55,,26.52,34.60,,117.59,106.60,,(หน่วย: ล้านบาท),,9.65,,,,,,,111.35,-11.52,,,,,29.34,,,,,,,,10.72,,,,,,,,,,,114.80,,116.11,,,,,,,,,,0.55,,,,,
