ROA(%),ROE(%),กำไรต่อหุ้น (บาท),กำไรสุทธิ,งวดงบการเงิน ณ วันที่,มูลค่าหุ้นที่เรียกชำระแล้ว,รายได้รวม,สินทรัพย์รวม,ส่วนของผู้ถือหุ้น,หนี้สินรวม,อัตรากำไรสุทธิ(%),Stock
14.32,37.13,1.29,"6,178.13",31/12/2560,"2,400.00","186,754.02","58,975.97","17,552.91","40,965.17",3.31,MAKRO
16.93,19.15,0.89,711.64,31/12/2557,400.00,"3,537.60","4,856.74","3,818.61",931.89,20.12,MC
16.01,18.83,0.92,732.02,31/12/2558,400.00,"3,957.67","5,100.06","3,956.84","1,024.49",18.50,MC
17.85,20.77,1.05,842.86,31/12/2559,400.00,"4,485.42","5,196.25","4,160.85",910.22,18.79,MC
13.45,14.89,0.76,609.41,31/12/2560,400.00,"4,319.90","5,081.79","4,024.43",914.09,14.11,MC
9.88,14.28,0.63,547.88,31/12/2557,432.62,"7,767.91","6,722.44","3,978.28","2,744.18",7.05,MEGA
11.73,16.74,0.80,695.75,31/12/2558,432.62,"8,096.73","7,612.55","4,334.69","3,277.88",8.59,MEGA
12.28,17.64,0.92,794.91,31/12/2559,432.62,"8,842.40","7,940.97","4,679.80","3,261.16",8.99,MEGA
15.90,22.43,1.29,"1,112.80",31/12/2560,432.62,"9,639.82","8,719.84","5,244.36","3,475.45",11.54,MEGA
4.44,2.37,0.04,84.19,31/12/2557,"1,138.23","2,360.99","7,851.34","3,592.18","3,467.18",3.57,MIDA
4.61,2.07,0.03,75.58,31/12/2558,"1,252.05","2,549.62","9,051.31","3,716.67","4,293.12",2.96,MIDA
4.39,2.10,0.03,79.02,31/12/2559,"1,252.05","2,727.99","10,226.84","3,795.42","5,354.20",2.90,MIDA
3.97,1.27,0.02,48.54,31/12/2560,"1,252.05","2,732.21","10,392.29","3,842.75","5,431.10",1.78,MIDA
12.58,16.33,1.74,"1,927.49",31/12/2557,"3,942.85","27,018.14","23,102.23","12,265.97","10,062.48",7.13,ROBINS
12.05,16.74,1.94,"2,153.04",31/12/2558,"3,942.85","29,213.88","26,059.36","13,463.25","11,608.41",7.37,ROBINS
13.71,19.67,2.53,"2,815.08",31/12/2559,"3,942.85","30,767.32","27,000.70","15,159.90","10,803.88",9.15,ROBINS
12.84,17.33,2.47,"2,741.54",31/12/2560,"3,942.85","30,860.04","27,553.74","16,483.10","10,031.81",8.88,ROBINS
18.77,17.86,0.42,226.06,31/12/2560,770.00,"1,183.56","2,027.20","1,870.19",157.01,19.10,RSP
10.61,16.04,0.89,241.43,31/12/2557,270.00,"3,440.11","3,355.65","1,577.98","1,777.67",7.02,SINGER
6.57,9.07,0.53,143.15,31/12/2558,270.00,"3,394.56","3,341.59","1,578.04","1,763.56",4.22,SINGER
5.15,7.48,0.44,119.81,31/12/2559,270.00,"2,545.63","3,145.17","1,626.17","1,519.00",4.71,SINGER
0.39,-0.61,-0.04,-9.76,31/12/2560,270.00,"2,363.41","3,500.51","1,577.68","1,922.83",-0.41,SINGER
8.67,11.62,3.79,"1,231.76",31/12/2557,327.76,"27,092.75","18,956.47","11,457.12","7,454.28",4.55,SPC
8.67,11.81,4.25,"1,399.94",31/12/2558,330.00,"29,682.35","20,498.62","12,243.71","8,157.34",4.72,SPC
7.57,10.63,4.16,"1,374.11",31/12/2559,330.00,"33,363.48","23,055.62","13,611.32","9,324.88",4.12,SPC
7.81,10.29,4.65,"1,534.19",31/12/2560,330.00,"32,017.69","25,750.86","16,199.18","9,396.52",4.79,SPC
5.79,6.28,2.33,"1,150.14",31/12/2557,494.03,"4,209.14","21,854.25","19,353.64","2,500.61",27.32,SPI
6.03,6.63,2.67,"1,317.09",31/12/2558,494.03,"4,210.73","23,087.82","20,357.25","2,730.57",31.28,SPI
7.22,7.87,3.41,"1,682.27",31/12/2559,494.03,"4,557.37","25,015.70","22,377.58","2,638.12",36.91,SPI
11.97,13.45,6.41,"3,164.96",31/12/2560,494.03,"6,732.97","35,129.85","24,700.59","10,400.82",47.01,SPI
16.40,15.36,1.21,181.69,31/12/2557,149.91,"1,524.51","1,454.12","1,239.85",214.27,11.92,AHC
13.26,12.47,1.07,160.21,31/12/2558,149.91,"1,531.29","1,551.71","1,329.58",222.13,10.46,AHC
13.90,13.21,1.22,182.54,31/12/2559,149.91,"1,620.16","1,712.71","1,433.68",279.03,11.27,AHC
9.13,8.85,0.85,127.87,31/12/2560,149.91,"1,584.01","1,756.98","1,456.17",300.81,8.07,AHC
9.89,12.88,0.21,521.87,31/12/2557,"2,493.75","5,381.50","9,991.61","4,137.06","5,324.61",9.70,BCH
9.81,12.41,0.21,527.33,31/12/2558,"2,493.75","5,854.61","10,597.87","4,358.56","5,676.33",9.01,BCH
12.32,16.52,0.30,753.09,31/12/2559,"2,493.75","6,610.95","10,569.36","4,760.78","5,232.85",11.39,BCH
13.13,18.42,0.37,917.06,31/12/2560,"2,493.75","7,362.04","12,674.10","5,194.65","6,762.34",12.46,BCH
12.16,16.91,0.48,"7,393.52",31/12/2557,"1,549.10","58,042.14","93,227.86","46,779.83","44,273.60",12.74,BDMS
11.49,15.76,0.51,"7,917.47",31/12/2558,"1,549.10","65,188.32","102,334.99","53,675.95","46,159.97",12.15,BDMS
11.06,15.33,0.54,"8,386.48",31/12/2559,"1,549.10","70,496.17","106,939.41","55,718.56","48,634.56",11.90,BDMS
12.78,17.20,0.66,"10,215.74",31/12/2560,"1,549.10","77,136.78","122,626.69","63,071.20","56,755.58",13.24,BDMS
19.82,26.66,3.75,"2,730.30",31/12/2557,730.05,"15,910.54","19,144.70","10,883.23","7,884.73",17.16,BH
21.94,29.09,4.72,"3,435.83",31/12/2558,730.05,"17,941.96","21,297.52","12,735.69","8,197.03",19.15,BH
21.55,26.65,4.98,"3,626.17",31/12/2559,730.05,"18,128.01","21,329.86","14,473.85","6,541.92",20.00,BH
22.01,25.55,5.41,"3,943.89",31/12/2560,730.05,"18,530.13","23,483.96","16,402.38","6,779.00",21.28,BH
21.15,24.41,1.48,"1,079.03",31/03/2561,730.05,"4,693.80","25,203.01","17,459.21","7,442.87",22.99,BH
19.15,17.67,0.44,480.62,31/12/2557,"1,100.00","2,714.78","3,265.67","2,800.26",461.34,17.70,CHG
19.66,18.68,0.05,538.38,31/12/2558,"1,100.00","3,178.83","3,559.61","2,965.01",590.56,16.94,CHG
17.22,18.52,0.05,564.29,31/12/2559,"1,100.00","3,657.88","4,517.88","3,130.37","1,294.36",15.43,CHG
15.05,17.59,0.05,565.44,31/12/2560,"1,100.00","3,896.42","4,951.18","3,299.84","1,478.48",14.51,CHG
12.73,17.66,9.62,386.92,31/12/2557,402.31,"2,978.68","5,578.56","2,332.38","2,156.14",12.99,CMR
14.33,19.79,12.45,500.79,31/12/2558,402.31,"3,359.18","6,055.96","2,729.22","2,128.37",14.91,CMR
10.06,12.39,0.10,387.68,31/12/2559,402.31,"3,537.95","8,344.82","3,526.55","3,046.75",10.96,CMR
9.08,12.40,0.11,440.48,31/12/2560,402.31,"3,822.30","8,793.36","3,577.97","3,527.47",11.52,CMR
15.72,14.80,0.15,75.27,31/12/2559,300.00,511.98,877.62,787.38,90.24,14.70,EKH
11.48,10.49,0.14,83.83,31/12/2560,300.00,540.98,900.31,810.88,77.17,15.50,EKH
-5.02,-6.11,-1.68,-32.48,31/12/2557,193.84,354.60,645.62,515.61,130.02,-9.16,KDH
-6.27,-8.81,-2.25,-43.65,31/12/2558,193.84,450.38,656.47,475.07,181.40,-9.69,KDH
-3.53,-5.30,-1.26,-24.51,31/12/2559,193.84,626.46,630.25,450.56,179.69,-3.91,KDH
-3.20,-5.05,-1.15,-22.20,31/12/2560,193.84,685.58,596.65,428.36,168.30,-3.24,KDH
9.66,9.54,0.17,100.45,31/12/2558,375.00,"1,255.70","1,855.47","1,570.21",284.33,8.00,LPH
10.00,9.82,0.21,155.90,31/12/2559,375.00,"1,362.93","1,958.53","1,606.24",351.25,11.44,LPH
11.48,12.17,0.26,193.83,31/12/2560,375.00,"1,524.65","2,090.01","1,580.07",508.87,12.71,LPH
10.21,13.31,7.43,117.87,31/12/2557,160.00,"1,829.11","1,785.15",913.40,845.33,6.44,M-CHAI
11.42,16.70,10.56,167.60,31/12/2558,160.00,"1,955.86","2,209.79","1,093.37","1,087.03",8.57,M-CHAI
8.97,14.12,10.91,173.09,31/12/2559,160.00,"2,180.30","3,158.90","1,358.94","1,731.19",7.94,M-CHAI
5.76,11.65,10.10,160.50,31/12/2560,160.00,"2,329.17","4,476.60","1,395.54","2,285.54",6.89,M-CHAI
4.80,3.63,1.11,11.10,31/12/2557,100.00,289.85,452.13,309.37,142.76,3.83,NEW
4.66,4.14,1.30,13.00,31/12/2558,100.00,325.38,467.43,318.88,148.56,4.00,NEW
4.00,3.38,1.09,10.89,31/12/2559,100.00,303.55,454.44,324.77,129.68,3.59,NEW
5.73,5.52,1.83,18.29,31/12/2560,100.00,326.10,472.62,337.77,134.85,5.61,NEW
19.95,19.80,1.66,265.39,31/12/2557,160.00,"1,894.84","1,664.41","1,400.32",264.08,14.01,NTV
21.47,20.27,1.86,298.26,31/12/2558,160.00,"1,911.81","1,806.53","1,542.64",263.89,15.60,NTV
20.63,19.67,1.98,317.39,31/12/2559,160.00,"1,991.79","1,947.40","1,683.97",263.43,15.93,NTV
21.06,20.06,2.21,354.10,31/12/2560,160.00,"2,068.51","2,133.03","1,846.59",286.45,17.12,NTV
13.03,17.16,84.18,"1,010.20",31/12/2557,120.00,"3,866.44","10,857.89","6,693.80","3,914.59",26.13,RAM
11.24,14.43,84.86,"1,018.26",31/12/2558,120.00,"3,969.24","11,306.48","7,422.60","3,619.80",25.65,RAM
10.63,13.36,94.83,"1,137.92",31/12/2559,120.00,"4,411.44","14,531.49","9,616.73","4,427.88",25.79,RAM
10.01,12.80,110.62,"1,327.46",31/12/2560,120.00,"4,628.82","16,477.58","11,122.99","4,798.13",28.68,RAM
14.49,17.57,0.62,154.64,31/12/2559,300.00,"1,224.00","1,823.65","1,490.24",282.61,12.63,RJH
15.32,15.01,0.77,231.24,31/12/2560,300.00,"1,424.24","1,901.25","1,590.99",234.86,16.24,RJH
6.66,6.99,0.12,63.04,31/12/2560,546.00,424.42,"1,689.34","1,289.19",400.15,14.85,RPH
8.69,10.29,1.55,158.07,31/12/2557,780.00,"1,879.40","2,786.78","1,725.45","1,061.33",8.41,SKR
5.67,6.35,0.96,115.52,31/12/2558,780.00,"2,026.62","3,456.31","1,913.80","1,542.51",5.70,SKR
6.93,7.13,1.53,189.71,31/12/2559,981.56,"2,529.15","5,286.60","3,410.74","1,810.65",7.50,SKR
5.23,4.72,1.08,162.71,31/12/2560,981.56,"3,180.10","5,349.69","3,490.40","1,793.63",5.12,SKR
18.93,20.93,12.81,"1,281.15",31/12/2557,"1,000.00","9,855.07","9,746.92","6,755.73","2,549.68",13.00,SVH
18.31,19.99,13.57,"1,357.42",31/12/2558,"1,000.00","10,104.64","9,974.89","6,822.70","2,675.00",13.43,SVH
17.60,19.47,13.67,"1,366.60",31/12/2559,"1,000.00","10,210.68","10,393.19","7,216.48","2,638.36",13.38,SVH
19.45,21.57,16.11,"1,611.46",31/12/2560,"1,000.00","11,036.57","11,105.12","7,724.70","2,799.21",14.60,SVH
6.89,8.30,0.72,553.84,31/12/2560,849.08,"6,765.13","14,009.71","8,403.15","5,344.91",8.19,THG
10.59,13.04,0.47,596.11,31/12/2557,"1,257.72","5,073.87","10,559.69","4,856.42","4,147.02",11.75,VIBHA
11.48,14.50,0.06,735.65,31/12/2558,"1,260.85","5,585.15","11,384.67","5,291.95","4,368.93",13.17,VIBHA
9.37,11.23,0.05,678.64,31/12/2559,"1,316.36","5,917.24","14,487.33","6,799.70","5,257.96",11.47,VIBHA
9.45,12.58,0.07,868.55,31/12/2560,"1,319.69","6,432.21","15,446.30","7,013.39","6,078.85",13.50,VIBHA
10.46,11.84,0.17,94.40,31/12/2557,570.66,"1,276.41","1,296.15",818.63,476.45,7.40,VIH
9.76,11.75,0.18,101.49,31/12/2558,570.66,"1,368.71","1,445.56",908.70,535.68,7.42,VIH
12.81,16.00,0.27,153.07,31/12/2559,570.67,"1,742.55","1,752.97","1,004.71",746.77,8.78,VIH
9.46,12.13,0.22,125.28,31/12/2560,570.67,"1,974.48","1,814.94","1,061.63",751.70,6.34,VIH
3.07,4.12,0.05,24.19,31/12/2560,300.00,536.99,926.07,831.84,79.84,4.51,WPH
-2.01,-4.23,-0.40,-85.18,31/12/2557,220.00,"1,913.97","5,586.41","1,969.53","3,616.88",-4.45,AMARIN
-6.70,-24.80,-1.89,-417.15,31/12/2558,220.00,"2,003.86","5,100.13","1,394.60","3,705.53",-20.82,AMARIN
-5.60,-58.04,-2.86,-628.12,31/12/2559,220.00,"1,945.01","4,740.57",769.91,"3,970.66",-32.29,AMARIN
-0.38,-7.02,-0.30,-163.94,31/12/2560,998.28,"2,237.19","5,579.14","3,901.06","1,678.08",-7.33,AMARIN
17.24,13.20,0.08,284.24,31/12/2557,"2,296.50",771.95,"4,069.66","3,081.21",599.13,36.82,AQUA
8.75,9.05,0.06,285.17,31/12/2558,"2,296.50",749.08,"5,621.26","3,220.83","2,234.02",38.07,AQUA
6.74,7.34,0.05,236.57,31/12/2559,"2,296.50",683.42,"5,432.01","3,223.58","2,163.07",34.62,AQUA
11.99,14.07,0.11,486.58,31/12/2560,"2,296.50","1,379.35","6,685.70","3,690.62","2,923.02",35.28,AQUA
-31.41,-42.49,-1.27,-390.68,31/12/2557,307.41,"1,263.40","1,292.16",724.91,532.73,-30.92,AS
-50.31,-100.15,-1.55,-475.15,31/12/2558,307.41,918.50,794.57,224.00,575.59,-51.73,AS
-21.58,-128.86,-0.70,-216.68,31/12/2559,409.88,880.60,581.88,112.30,467.92,-24.61,AS
4.15,10.44,0.03,12.64,31/12/2560,409.88,851.23,409.09,129.78,286.46,1.48,AS
38.35,50.54,2.21,"4,414.99",31/12/2557,"2,000.00","16,381.51","17,289.24","8,645.52","8,355.53",26.95,BEC
24.76,35.94,1.49,"2,982.71",31/12/2558,"2,000.00","16,017.91","14,957.57","7,951.90","6,769.49",18.62,BEC
11.65,16.41,0.61,"1,218.29",31/12/2559,"2,000.00","12,534.57","14,930.96","6,892.02","7,820.77",9.72,BEC
1.71,0.92,0.03,61.01,31/12/2560,"2,000.00","11,226.06","14,330.91","6,392.11","7,785.38",0.54,BEC
12.57,20.44,0.35,221.72,31/12/2557,736.14,896.28,"2,679.52","1,384.09","1,296.96",24.74,EPCO
11.79,17.87,0.34,247.18,31/12/2558,736.14,889.99,"2,578.54","1,382.41","1,197.56",27.77,EPCO
5.53,7.24,0.16,118.74,31/12/2559,765.59,881.14,"6,930.38","1,896.22","4,739.12",13.48,EPCO
6.03,10.35,0.26,207.19,31/12/2560,836.03,"1,158.87","8,478.60","2,108.78","6,004.65",17.88,EPCO
6.26,7.40,8.90,66.75,31/12/2557,75.00,698.89,"1,309.06",912.89,371.88,9.55,FE
9.28,10.86,13.61,102.11,31/12/2558,75.00,823.73,"1,453.04",968.28,437.28,12.40,FE
8.71,10.49,14.10,105.74,31/12/2559,75.00,831.49,"1,649.27","1,047.17",548.12,12.72,FE
9.32,10.94,16.19,121.40,31/12/2560,75.00,835.72,"1,680.36","1,172.22",483.90,14.53,FE
19.43,24.63,0.28,140.17,31/12/2560,300.00,824.06,"1,084.90",741.91,342.99,17.01,GPI
-4.96,-74.79,-3.51,"-2,314.01",31/12/2557,819.95,"10,268.42","15,988.89","3,142.07","11,906.12",-22.54,GRAMMY
-7.90,-46.15,-1.40,"-1,145.48",31/12/2558,819.95,"9,708.09","7,589.62","1,822.22","5,555.94",-11.80,GRAMMY
-4.78,-33.30,-0.63,-520.15,31/12/2559,819.95,"7,446.66","7,248.59","1,302.17","5,780.15",-6.98,GRAMMY
3.15,-34.13,-0.47,-384.26,31/12/2560,819.95,"8,869.27","3,766.10",949.84,"2,658.79",-4.33,GRAMMY
19.68,19.79,0.04,133.47,31/12/2557,300.90,668.31,840.36,658.37,165.40,19.97,MACO
25.20,24.60,0.06,170.65,31/12/2558,300.90,721.35,894.94,729.34,149.58,23.66,MACO
11.45,11.06,0.03,102.00,31/12/2559,334.30,756.20,"1,631.30","1,114.61",472.72,13.49,MACO
15.56,17.38,0.07,220.86,31/12/2560,343.89,965.11,"2,010.73","1,426.43",517.16,22.88,MACO
10.99,17.47,1.22,"1,086.28",31/12/2557,890.06,"9,053.50","13,932.42","6,330.81","7,545.65",12.00,MAJOR
11.62,18.14,1.31,"1,170.92",31/12/2558,892.52,"9,201.97","14,246.02","6,580.83","7,597.70",12.72,MAJOR
10.96,17.98,1.33,"1,188.22",31/12/2559,894.53,"9,580.11","14,724.91","6,636.89","8,007.18",12.40,MAJOR
11.33,18.29,1.33,"1,193.34",31/12/2560,894.67,"9,937.46","13,807.71","6,413.55","7,308.95",12.01,MAJOR
2.98,2.30,0.06,29.47,31/12/2557,531.63,703.55,"1,496.72","1,314.27",181.26,4.19,MATCH
-2.62,-3.95,-0.09,-50.24,31/12/2558,531.63,607.34,"1,420.66","1,229.84",190.27,-8.27,MATCH
-3.42,-5.03,-0.12,-65.83,31/12/2559,644.03,462.91,"1,836.09","1,387.65",448.47,-14.22,MATCH
-3.43,-5.19,-0.11,-77.13,31/12/2560,781.63,455.92,"1,809.81","1,585.22",224.52,-16.92,MATCH
-2.12,-3.06,-0.27,-50.85,31/12/2557,185.35,"1,226.35","2,045.05","1,584.70",460.35,-4.15,MATI
-5.10,-6.85,-0.56,-103.34,31/12/2558,185.35,"1,076.48","1,835.62","1,433.47",402.14,-9.60,MATI
-2.70,-4.50,-0.34,-63.67,31/12/2559,185.35,983.14,"1,723.62","1,394.81",328.81,-6.48,MATI
5.51,6.26,0.48,89.78,31/12/2560,185.35,"1,036.52","1,784.97","1,473.84",311.12,8.66,MATI
5.30,6.57,0.73,503.79,31/12/2557,"3,435.50","4,455.38","12,988.69","7,427.28","5,533.61",11.31,MCOT
1.13,0.78,0.08,57.81,31/12/2558,"3,435.50","3,840.19","11,641.72","7,355.09","4,260.22",1.51,MCOT
-7.45,-10.55,-1.07,-734.89,31/12/2559,"3,435.50","2,830.38","10,199.00","6,572.04","3,633.11",-25.96,MCOT
-32.32,-47.96,-3.70,"-2,542.35",31/12/2560,"3,435.50","2,736.45","6,958.53","4,030.28","2,944.91",-92.91,MCOT
-0.22,1.28,0.01,38.89,31/12/2557,308.00,"1,603.43","5,704.85","2,962.53","2,742.32",2.43,MONO
-7.41,-18.07,-0.16,-486.57,31/12/2558,310.09,"1,925.14","5,277.74","2,423.56","2,854.17",-25.27,MONO
-1.78,-10.42,-0.08,-249.55,31/12/2559,320.09,"2,112.70","5,391.66","2,365.61","3,026.05",-11.81,MONO
2.67,2.28,0.02,58.17,31/12/2560,339.07,"2,575.71","5,736.60","2,739.23","2,997.37",2.26,MONO
-15.15,-37.15,-0.21,-183.26,31/12/2557,"1,299.80",857.01,"1,212.54",884.75,335.56,-21.38,MPIC
-8.83,-11.97,-0.08,-100.10,31/12/2558,"1,300.12",550.32,960.31,787.37,183.67,-18.19,MPIC
-8.07,-11.12,-0.06,-82.98,31/12/2559,"1,300.12",496.09,959.34,705.00,266.59,-16.73,MPIC
-18.06,-24.82,-0.12,-155.63,31/12/2560,"1,300.12",365.68,683.44,549.34,154.01,-42.56,MPIC
2.47,1.93,0.02,64.46,31/12/2557,"1,757.66","2,951.23","8,575.88","3,354.81","4,759.72",2.18,NMG
1.09,0.98,0.01,35.58,31/12/2558,"2,155.85","3,165.36","8,237.22","3,899.33","3,882.87",1.12,NMG
-12.08,-33.52,-0.27,"-1,102.85",31/12/2559,"2,155.96","2,183.14","7,076.23","2,680.78","4,068.16",-50.52,NMG
-39.24,-141.06,-0.52,"-2,135.16",30/09/2560,"2,155.96","1,363.25","4,654.84",554.20,"3,979.15",-156.62,NMG
18.04,21.55,0.12,400.21,31/12/2558,350.74,"2,170.08","3,392.61","2,957.96",412.66,18.44,PLANB
12.04,11.54,0.10,351.60,31/12/2559,351.61,"2,448.07","3,672.51","3,135.04",496.40,14.36,PLANB
14.49,13.73,0.13,460.52,31/12/2560,352.96,"3,016.38","4,200.29","3,571.71",562.04,15.27,PLANB
-6.43,-22.92,-0.34,-168.11,31/12/2557,500.00,"2,281.25","2,186.13",607.33,"1,581.88",-7.37,POST
-7.84,-32.69,-0.50,-251.76,31/12/2558,500.00,"2,211.59","3,074.58",932.94,"2,089.62",-11.38,POST
-6.56,-26.04,-0.43,-215.33,31/12/2559,500.00,"1,865.15","2,576.87",720.63,"1,796.97",-11.55,POST
-11.70,-66.66,-0.72,-358.83,31/12/2560,500.00,"1,367.06","2,222.78",355.99,"1,814.06",-26.25,POST
5.08,5.69,0.83,46.31,31/12/2557,60.00,366.44,"1,065.38",769.12,294.80,12.64,PRAKIT
14.08,14.57,2.15,116.65,31/12/2558,60.00,488.96,"1,198.10",832.33,364.46,23.86,PRAKIT
5.61,6.50,0.98,54.64,31/12/2559,54.95,404.90,"1,216.10",849.04,365.52,13.49,PRAKIT
5.79,6.60,0.96,58.10,31/12/2560,60.45,517.38,"1,300.91",911.02,387.67,11.23,PRAKIT
13.91,22.51,0.38,370.96,31/12/2557,"1,022.35","4,333.07","4,813.53","1,728.47","3,055.00",8.56,RS
4.16,7.06,0.12,121.63,31/12/2558,"1,009.94","3,779.51","4,843.93","1,716.85","3,116.77",3.22,RS
-0.96,-7.39,-0.10,-102.15,31/12/2559,"1,009.94","3,248.51","4,139.29","1,049.32","3,079.76",-3.14,RS
12.23,27.21,0.34,332.86,31/12/2560,"1,010.15","3,588.13","4,209.13","1,396.87","2,807.07",9.28,RS
4.67,8.88,0.21,81.27,31/12/2557,391.94,"4,967.19","2,801.78",920.33,"1,815.87",1.64,SE-ED
4.51,7.69,0.18,70.88,31/12/2558,391.94,"4,544.28","2,588.84",922.46,"1,595.20",1.56,SE-ED
1.75,1.37,0.03,12.37,31/12/2559,391.94,"4,289.35","2,588.88",883.21,"1,627.91",0.29,SE-ED
-0.11,-2.52,-0.07,-25.70,31/12/2560,391.94,"3,769.72","2,739.63","1,155.30","1,495.84",-0.68,SE-ED
1.21,-1.74,-0.03,-8.23,31/12/2557,288.94,697.40,"1,112.42",480.40,632.02,-1.18,SMM
-1.95,-7.81,-0.13,-36.80,31/12/2558,288.94,514.03,"1,122.43",462.47,659.96,-7.16,SMM
-12.54,-38.48,-0.49,-158.55,31/12/2559,323.17,389.71,"1,048.41",361.61,686.79,-40.68,SMM
-3.36,-24.46,-0.24,-78.75,31/12/2560,323.18,450.66,972.66,282.28,690.38,-17.47,SMM
-3.27,-22.21,-0.40,-133.86,31/12/2557,361.17,"2,647.17","1,900.25",576.33,"1,325.57",-5.06,SPORT
1.31,-5.90,-0.09,-33.89,31/12/2558,376.81,"2,076.31","2,141.62",571.65,"1,569.97",-1.63,SPORT
-15.52,-91.19,-0.96,-358.04,31/12/2559,376.81,"1,104.06","1,677.06",213.61,"1,463.45",-32.43,SPORT
-8.36,-132.43,-0.51,-200.01,31/12/2560,456.37,"1,133.34","1,393.97",88.44,"1,290.62",-17.65,SPORT
13.35,13.66,8.50,93.54,31/12/2557,110.00,"1,057.74",920.47,659.74,244.89,8.84,TBSP
8.85,9.24,5.36,58.95,31/12/2558,110.00,"1,112.22",857.13,616.56,223.82,5.30,TBSP
11.17,13.77,7.75,85.29,31/12/2559,110.00,"1,248.14",997.07,622.04,356.74,6.83,TBSP
12.44,15.84,0.91,100.28,31/12/2560,110.00,"1,345.99","1,022.71",643.91,360.18,7.45,TBSP
2.63,2.28,0.03,21.10,31/12/2557,965.00,170.98,"1,325.35","1,234.20",66.89,12.34,TH
-3.78,-3.79,-0.05,-45.98,31/12/2558,965.00,91.44,"1,261.08","1,188.81",54.04,-50.28,TH
-6.47,-6.52,-0.08,-75.05,31/12/2559,965.02,133.90,"1,185.34","1,112.59",57.70,-56.05,TH
0.04,-0.95,-0.01,-10.50,31/12/2560,965.03,64.07,"1,163.37","1,103.51",45.43,-16.39,TH
12.13,17.59,0.86,280.55,31/12/2557,327.46,"1,681.74","2,571.79","1,689.96",881.84,16.68,TKS
12.53,17.41,0.79,285.39,31/12/2558,360.21,"1,539.95","2,317.33","1,588.59",728.38,18.53,TKS
16.00,20.30,0.93,336.60,31/12/2559,360.21,"1,693.65","2,308.42","1,727.14",581.27,19.87,TKS
15.42,18.84,0.93,335.59,31/12/2560,360.21,"1,645.96","2,311.75","1,835.12",476.63,20.39,TKS
-12.74,-12.06,-0.01,-77.43,31/12/2557,614.01,291.40,872.60,741.79,136.70,-26.57,TRITN
3.39,1.87,0.00,18.45,31/12/2558,725.13,912.07,"2,074.76","1,227.34",604.83,2.02,TRITN
-21.58,-30.86,-0.04,-334.70,31/12/2559,803.36,323.10,"1,141.30",941.62,188.87,-103.59,TRITN
-3.06,-4.23,-0.00,-38.81,31/12/2560,803.36,969.75,"1,831.64",893.35,936.83,-4.00,TRITN
53.42,60.82,0.33,"1,145.73",31/03/2557,343.20,"3,195.64","2,740.85","1,953.27",787.58,35.85,VGI
35.34,44.29,0.12,837.58,31/03/2558,686.40,"3,077.93","3,286.45","1,829.05","1,457.40",27.21,VGI
36.20,46.20,0.14,940.52,31/03/2559,686.43,"2,423.42","3,099.35","2,242.18",857.17,38.81,VGI
18.22,40.33,0.12,826.40,31/03/2560,686.43,"3,358.28","7,984.98","1,856.12","4,879.67",24.61,VGI
13.53,21.65,0.08,558.02,31/12/2560,720.43,"2,866.31","9,563.93","4,345.10","3,765.41",19.47,VGI
6.87,15.20,2.35,76.06,31/12/2557,324.00,820.57,"2,495.21",538.47,"1,956.73",9.27,WAVE
4.20,5.76,0.11,36.34,31/12/2558,324.00,"2,288.15","3,983.43",724.05,"2,802.92",1.59,WAVE
3.30,6.17,0.14,56.98,31/12/2559,421.20,"3,132.28","3,467.33","1,124.12","1,885.79",1.82,WAVE
-5.40,-27.34,-0.64,-268.32,31/12/2560,421.20,"2,493.93","3,206.13",838.59,"1,892.79",-10.76,WAVE
1.78,1.32,0.08,20.82,31/12/2557,266.04,"2,269.85","5,281.91","1,694.29","3,531.82",0.92,WORK
6.28,7.27,0.39,163.66,31/12/2558,417.26,"2,468.51","5,613.88","2,808.40","2,786.32",6.63,WORK
6.67,6.86,0.48,198.63,31/12/2559,417.26,"2,686.30","5,422.41","2,980.23","2,435.90",7.39,WORK
21.29,24.38,2.14,904.09,31/12/2560,438.86,"3,877.50","6,447.77","4,434.91","2,004.35",23.32,WORK
11.20,12.90,0.27,202.95,31/12/2557,799.72,"1,518.20","2,825.53","1,681.33",943.12,13.37,BWG
13.46,15.58,0.10,308.70,31/12/2558,863.50,"1,694.66","3,782.92","2,280.45","1,198.57",18.22,BWG
11.14,13.17,0.10,351.54,31/12/2559,958.03,"1,826.68","5,450.55","3,057.72","1,934.72",19.24,BWG
7.71,8.16,0.07,253.17,31/12/2560,958.03,"2,046.65","5,947.36","3,147.88","2,242.70",12.37,BWG
0.82,0.01,0.00,0.09,31/12/2557,910.58,431.05,"1,464.57","1,135.22",329.35,0.02,GENCO
0.62,0.06,0.00,0.67,31/12/2558,"1,041.06",365.66,"1,583.01","1,266.50",316.51,0.18,GENCO
-0.37,-1.89,-0.02,-23.82,31/12/2559,"1,041.10",389.38,"1,651.39","1,254.79",396.61,-6.12,GENCO
0.95,0.34,0.00,4.38,31/12/2560,"1,122.30",356.57,"1,639.96","1,338.27",301.69,1.23,GENCO
5.29,N.A.,,6.93,31/12/2557,"1,225.00",136.63,354.40,-49.25,404.01,5.07,PRO
30.63,114.26,0.09,125.36,31/12/2558,"1,417.56",402.17,517.53,268.68,249.24,31.17,PRO
